UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,keyword
T I A R A,@TiaraFWS,2021-05-02T10:48:52.000Z,Buka puasa sendiri di kosan. Gaada makan goreng-gorengan. Abis sop buah langsung makan nasi nanti ,,😅,,,,['https://pbs.twimg.com/media/E0YJOcJUYAE92_6?format=jpg&name=small'],https://twitter.com/TiaraFWS/status/1388807697764556804,sop buah
Vransiska Fami Arizona,@FamiArizona,2021-05-02T17:11:47.000Z,Suka ngerasa bosen makan di cafe mulu yang makanannya itu itu aja. Tadi nemu angkringan di daerah tebet yang menunya dulu sering w masak  terus nemu sop buah juga yg rasanya enakk bangett. Bawa uang cepek juga udah bisa buat bertiga sama bensinnya ,,😂 😂,1.0,,,"['https://pbs.twimg.com/media/E0Zg4IBVkAEBNJM?format=jpg&name=small', 'https://pbs.twimg.com/media/E0Zg4JpVcAAy3hQ?format=jpg&name=small']",https://twitter.com/FamiArizona/status/1388904059508117507,sop buah
anakmamabuatanpapa,@dragonboollll,2021-05-02T16:12:27.000Z,Sabi itu bikin es campur di bagasi motor xmax,Quote Tweettxt dari perokok@txtdariperokok · May 2priper bagi-bagi takjil0:189.7K views,,,,,"['https://pbs.twimg.com/profile_images/1381555316618227716/hQY-4Nz4_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1388779628383244290/pu/img/A4-yxstkIl4oIHQ0.jpg']",https://twitter.com/dragonboollll/status/1388889129442627588,es campur
bakteri yakult,@limberouno,2021-05-02T10:18:00.000Z,Mumpung udah mau buka.Mau nanya..Es campur bisa gak sih kalo di pisah?,,,2.0,,2.0,[],https://twitter.com/limberouno/status/1388799930949533698,es campur
kang es dawet,@uculllllllllll,2021-05-02T14:35:12.000Z,"bosen liat sosmed,terus w sosmedan",,,,,,[],https://twitter.com/uculllllllllll/status/1388864656194695175,es dawet
KompasEntertainment,@KompasEnt,2021-05-02T08:52:01.000Z,"Jualan Es Kelapa Muda, Intan Ratna Juwita: Aku Enggak Malu Kok","Jualan Es Kelapa Muda, Intan Ratna Juwita: Aku Enggak Malu KokIntan Ratna Juwita mengaku sudah tak dinafkahi Maell Lee meskipun mereka belum resmi bercerai.kompas.com",,,,,['https://pbs.twimg.com/card_img/1388776804349976577/cDO85xDr?format=jpg&name=small'],https://twitter.com/KompasEnt/status/1388778293034319873,es kelapa muda
Don’t forget to wear a mask!,@iwangln,2021-05-02T11:09:21.000Z,"Es kelapa muda dicampur sirup tjampolay, tahu jeletot #bukapuasa #Ramadhan",,😷,,,,[],https://twitter.com/iwangln/status/1388812850160816128,es kelapa muda
biji salak,@cumakuranggede,2021-05-02T14:44:03.000Z,Gabut bgt aseli,,,1.0,,,[],https://twitter.com/cumakuranggede/status/1388866881763774467,biji salak
biji salak,@cumakuranggede,2021-05-02T00:55:00.000Z,Dahlah ikutin aja gimana moodnya,,,,,,[],https://twitter.com/cumakuranggede/status/1388658244923449346,biji salak
biji salak,@cumakuranggede,2021-05-02T05:15:13.000Z,Tumben bgt baru tgl segini kuota udah abis,,🙄,,,,[],https://twitter.com/cumakuranggede/status/1388723729799081996,biji salak
Sierra India,@sarifidris,2021-05-02T10:06:45.000Z,pengen biji salak pake santen yang banyak agar supaya,,,,,,[],https://twitter.com/sarifidris/status/1388797100247289859,biji salak
Kang Kurma,@gunawands65,2021-05-03T18:11:32.000Z,"Daerah Papanmas, Tambun Selatan, Kab. Bekasi sedang gangguan kah? @IndiHome",,,2.0,,,[],https://twitter.com/gunawands65/status/1389281486633721856,kurma
97.1 FM RADIO RDI JKT,@rdi971,2021-05-03T08:45:00.000Z,Selamat sore semua ! Pantun dulu yukk !MAKAN KURMA PAS LAGI BUKALANJUT LAGI MAKAN GORENGAN. . . . .. . . . .langsung aja dilengkapin pantun di atas pake isi yang kreatif ya! WA 08121212971 atau komen disini !! #SANTUN,,,6.0,,9.0,[],https://twitter.com/rdi971/status/1389138911872573441,kurma
DPP Partai Perindo,@DPPPerindo,2021-05-03T08:44:26.000Z,"DPW Rescue Perindo Jawa Timur semangat berbagi di bulan Ramadhan. Turun ke jalan bagikan 150 paket nasi, kolak dan kurma untuk berbuka puasa di Jalan Veteran, Bojonegoro.#PerindoUpdate#AksiNyataPerindo#PerindoPeduli",,,,,,"['https://pbs.twimg.com/media/E0c2V3KVgAc59as?format=jpg&name=small', 'https://pbs.twimg.com/media/E0c2WF3VkAAyBwi?format=jpg&name=small']",https://twitter.com/DPPPerindo/status/1389138769010315273,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-03T23:00:22.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",0:3439 views,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1389354145497374720/pu/img/kpD__B8Nnv7I11gB.jpg'],https://twitter.com/SonoraFM92/status/1389354173750198273,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-03T20:00:21.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1389308843658776587/pu/img/fW6A2ECsN41vNfe2.jpg'],https://twitter.com/SonoraFM92/status/1389308871693553666,kurma
Partai Perindo,@PartaiPerindo,2021-05-03T08:44:02.000Z,"DPW Rescue Perindo Jawa Timur semangat berbagi di bulan Ramadhan. Turun ke jalan bagikan 150 paket nasi, kolak dan kurma untuk berbuka puasa di Jalan Veteran, Bojonegoro.#PerindoUpdate#AksiNyataPerindo#PerindoPeduli",,,,,1.0,"['https://pbs.twimg.com/media/E0c2P5PVoAAlBFq?format=jpg&name=small', 'https://pbs.twimg.com/media/E0c2QJyVoAcl3Ev?format=jpg&name=small']",https://twitter.com/PartaiPerindo/status/1389138669282291717,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-03T23:00:22.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",39 views0:01 / 0:35,,,,,[],https://twitter.com/SonoraFM92/status/1389354173750198273,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-03T09:45:08.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1389154018111496193/pu/img/MX2q98PW39fF6I_y.jpg'],https://twitter.com/SonoraFM92/status/1389154045609357313,kurma
Radio Sonora Jakarta,@SonoraFM92,2021-05-03T05:00:08.000Z,"Ikuti #KURMA : Kuis Ramadan Selama Bulan Ramadan Di Sonora 92.0 FM Pertanyaan,Syarat & hadiah dengarkan setiap Pukul: 03.35 | 06.35 | 12.35 dan 17.10 WIBPengumuman Pemenang setiap hari Senin & Kamis Pk.18.30 WIB.Selamat menjalankan ibadah puasa bagi yang melaksanakan ya!",0:3426 views,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1389082296100270081/pu/img/4XsXDvf-NHwlfZs-.jpg'],https://twitter.com/SonoraFM92/status/1389082323883266049,kurma
yoanarfs,@yrfatricias,2021-05-03T19:07:32.000Z,"""Yoana kan suka begadang,pasti ga tidur sih malam ini""Gilasih luuu, besok gue mau buat es buah dirumah mertua gua pagipagi dijemput anjerrrrr OGAH BEGADANG!",,,,,,[],https://twitter.com/yrfatricias/status/1389295576970235909,es buah
Abu Nawas,@AbuNawas911,2021-05-03T06:02:18.000Z,"Percaya ngga ada ustadz bilang,orang yang diam itu bisa membatalkan puasa lho....***Diam2 siang2 makan.Diam2 siang2 minum es buah.Diam2 siang2 kekamar 701 kkkkkkk       ",,🤭 🤭 🤭,,,,[],https://twitter.com/AbuNawas911/status/1389097969262026757,es buah
𝐍𝐞 𝐙𝐡𝐚,@humanbeiiingg,2021-05-03T15:50:47.000Z,"open bo, tarif seiklasnya bayar pake es buah juga gapapa",,,3.0,,,[],https://twitter.com/humanbeiiingg/status/1389246063614173190,es buah
Wahyu M Raharjo,@wmraharjo,2021-05-03T04:04:58.000Z,Udah ga terlalu berhasrat utk bukber.. Dr segi ekonomi.. Bukber di luar apalagi di mall paling ga abis >100k-200k.. Di rumah aja lontong + gorengan + es buah 10k kenyang (es buahnya 5k aja bs jadi 2 gelas) ,,😂,4.0,1.0,1.0,[],https://twitter.com/wmraharjo/status/1389068438815997957,es buah
yoanarfs,@yrfatricias,2021-05-03T19:10:36.000Z,"Cris : besok kita buat es timun suri hasAku : ih cara buat timun surinya gimana?...""CARA BUAT TIMUN SURINYA GIMANA""....""CARA BUAT TIMUN SURI""...(pede)Cris : itu buah sayang..Aku merasa gagal menjadi perempuan di jam 21.56 wib:):):)",,,,,,[],https://twitter.com/yrfatricias/status/1389296349066141696,es buah
bilal additional,@yoogaaa_27,2021-05-03T10:57:02.000Z,"Alhamdulillah, akhirnya ketemu es buah timun suri",,,1.0,,,[],https://twitter.com/yoogaaa_27/status/1389172141149458433,es buah
Panjul,@Panjul888777,2021-05-03T11:48:17.000Z,Apa benar air putih sama ucapan slamt berbuka dari orang yg spesial lebih kenyang dari es buah ??,,,,,1.0,[],https://twitter.com/Panjul888777/status/1389185038252580866,es buah
Anto&Arief,@antoarief,2021-05-03T11:31:12.000Z,Yang harus dikerengkeng selain setan di bulan puasa adalah gorengan,,,1.0,,,[],https://twitter.com/antoarief/status/1389180738738655234,gorengan
Gorengan Rebus,@bimadhi93,2021-05-03T08:03:43.000Z,"Sesuai prediksi yang 5 lanjut, satunya pisah..",Quote TweetSoompi@soompi · May 3#Apink's #SonNaeun Officially Signs With YG Entertainment As Actresshttps://soompi.com/article/1467063wpp/apinks-son-naeun-officially-signs-with-yg-entertainment-as-actress…,😅,,,,"['https://pbs.twimg.com/profile_images/1111088188162891776/RIclWrpE_mini.png', 'https://pbs.twimg.com/media/E0bXllyVgAQv33F?format=jpg&name=small']",https://twitter.com/bimadhi93/status/1389128524141797376,gorengan
Kiya,@Airaqua69,2021-05-03T10:17:32.000Z,"Selalu pake lipbalm dirumah. Tadi keluar kamar bokap nanya ""abis makan ya kamu?"" Hah engga. ""Itu bibirnya ada minyak gorengan"" ",,🙂 🙂,,,,[],https://twitter.com/Airaqua69/status/1389162198891524096,gorengan
mahe,@halimatsdyh,2021-05-03T10:02:24.000Z,"Udah gamakan gorengan, tp kl piscok meler gapernah nolak wkwkwkwk",,,,,,[],https://twitter.com/halimatsdyh/status/1389158392250265600,gorengan
ponakan dewa bulan,@adian_wahyu,2021-05-03T15:07:31.000Z,"Pas kalian beli gorengan di pinggir jalan, sejatinya kalian bukan memberi keuntungan buat seorang dirut beli mobil..tapi kalian membantu seorang ayah menafkahi keluarganya..jadi gausah sok geli belanja di pinggir jalan..",,,,,,[],https://twitter.com/adian_wahyu/status/1389235174680920068,gorengan
Sir Rifaldi,@ipalldi,2021-05-03T10:12:35.000Z,Apalah arti ramadhan kalo gak ada gorengan.,,,,,,[],https://twitter.com/ipalldi/status/1389160955653681153,gorengan
gara,@ayah_gara,2021-05-03T16:16:27.000Z,"Bentar lagi jadi bahan gorengan kadrun nich,min,,,,","Quote TweetTNI Angkatan Laut@_TNIAL_ · May 3Evakuasi KRI Nanggala-402, Dua Kapal AL China Tiba di Indonesiahttps://tnial.mil.id/berita/23975/EVAKUASI-KRI-NANGGALA-402,-DUA-KAPAL-AL-CHINA-TIBA-DI-INDONESIA/…#jalesvevajayamahe #tnial #indonesiannavy",,,,,"['https://pbs.twimg.com/profile_images/926058437519204352/jyRytgx__mini.jpg', 'https://pbs.twimg.com/media/E0cui9AUUAIZI6b?format=jpg&name=small', 'https://pbs.twimg.com/media/E0cujTTVUAUBm9o?format=jpg&name=small']",https://twitter.com/ayah_gara/status/1389252523224039426,gorengan
gajadi666,@jejeanje_,2021-05-03T21:15:00.000Z,Nongkrong beli gorengan Nongkrong beli pizza 1 meter ,,❌ ✅,,,,['https://pbs.twimg.com/media/E0fiI3wVIAEeF9u?format=jpg&name=small'],https://twitter.com/jejeanje_/status/1389327657062391812,gorengan
Saadah,@SaadahWijaya,2021-05-03T14:45:57.000Z,"Sekarang gue mual nyium bau gorengan, mengingatkan gue bau gak enak yg selama sakit gue rasain, shit sok banget gue",,😐,,,,[],https://twitter.com/SaadahWijaya/status/1389229748509757444,gorengan
cloudqbaby,@dellyocta,2021-05-03T12:37:26.000Z,Duh ibu ibu mulutnya pedes bgt kaya sambel gorengan takjil saya,,🐣,,,,[],https://twitter.com/dellyocta/status/1389197406068084742,gorengan
Rustamaji and 999 others,@rustamaji,2021-05-03T09:46:18.000Z,"Risol 5, tahu isi 5, bala2 3, singkong 2.Hehehe. Tetangganya sebelah rumah saya beli gorengan buat takjil keliatan jelas isinya karena abangnya pakai plastik transparan ",,😂,2.0,,6.0,[],https://twitter.com/rustamaji/status/1389154337813712897,gorengan
Bensa 8K!,@izy_bensa,2021-05-03T05:44:38.000Z,"Jangan bilang siapa2 ya, gue lagi pesen gorengan",,,5.0,,10.0,[],https://twitter.com/izy_bensa/status/1389093523715084291,gorengan
siii Ojan,@zanojanterasu,2021-05-03T12:45:05.000Z,"Udh ada di titik nyaman kalo buka puasa cuma pake gorengan plus es teh,trus sahurnya ke warteg idola ..jadi kalo ada yang ajakin bukber gue ajakin bukber balik dirumah...wkwkwk",,,,,,[],https://twitter.com/zanojanterasu/status/1389199330309935106,gorengan
petet tapi dikit,@hilmialfatihah,2021-05-03T10:29:08.000Z,Klasmen sementara takjil ramadhan 1442 H                              P   M   S   K   Poin1. Sop Buah       20  19  1   0    902. Gorengan       20  18  2   0    893. Kolek cau       20  18  1   1    874. Teh manis      20  17  3   0    865. Kelapa muda 20  15  5   0    81,,,2.0,1.0,,[],https://twitter.com/hilmialfatihah/status/1389165119431577607,gorengan
97.1 FM RADIO RDI JKT,@rdi971,2021-05-03T08:45:00.000Z,Selamat sore semua ! Pantun dulu yukk !MAKAN KURMA PAS LAGI BUKALANJUT LAGI MAKAN GORENGAN. . . . .. . . . .langsung aja dilengkapin pantun di atas pake isi yang kreatif ya! WA 08121212971 atau komen disini !! #SANTUN,,,6.0,,9.0,[],https://twitter.com/rdi971/status/1389138911872573441,gorengan
Jay,@jayendraff,2021-05-03T11:16:32.000Z,Gue abis 8 gorengan dalam 7 menit :',,,1.0,,,[],https://twitter.com/jayendraff/status/1389177045649793028,gorengan
Ibnu M,@ibnmzk28,2021-05-03T19:37:34.000Z,"eh bismillah dulu baru minum nah kita lg makan pastel, gorengan ama fanta trs ada yg mo solat magrib jd 1 per 1 org ,, stlh itu kita lg makan nasi nugget ama bihun goreng .. kita main uno dulu trs lalu kita obrol2an kek curhat gito tp kita pulng jam brp ikut sm dhan aja malah —",,,,,,[],https://twitter.com/ibnmzk28/status/1389303135055749121,gorengan
Adi kolak pisang,@adi_rossoneri,2021-05-03T13:04:57.000Z,"Hai cewek, aku DM kamu ya kita CScerita serem",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389204333267324930,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T12:56:44.000Z,Tiap malam hawa nya gerah mulu kek tidur didalem truk molen,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389202264863113217,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T12:52:19.000Z,Mau ngadain giveaway tapi yang menang harus aku,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389201151824830467,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T14:48:02.000Z,"Ngetwit mulu gue, di endorse es doger nya kapan nih",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389230274467143682,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T14:31:10.000Z,Siapa disini yang kalo gak tau judul lagunya trus nyarinya pake lirik?Ayo sini kumpul mau saya bubarin,,,1.0,1.0,3.0,[],https://twitter.com/adi_rossoneri/status/1389226027864313859,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T05:51:13.000Z,"Padahal duit banyak tapi masih ngeluh gak punya duit, astaghfirullah ntar duit nya ilang loh diambil babi ngepet",,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389095177982119941,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T14:38:07.000Z,Merokok menyebabkan kanker paru paru dan serangan balik captain tsubasa,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389227776717123591,kolak
Dea Nur Ulfiyanti,@dnrlfynt,2021-05-03T11:59:34.000Z,"Astaghfirullah.. tadi siang rasanya semua makanan di dunia ini pengen dimakan. Abis buka, makan kolak pisang dua biji dah kenyang ga nafsu lagi..",,,,,,[],https://twitter.com/dnrlfynt/status/1389187877821575175,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T08:37:24.000Z,Jangan lupa sisakan 45 menit setiap harinya kawan untuk melaksanakan ibadah menangis,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389137000221970435,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T07:30:56.000Z,"""Chat aja ga dibales apalagi perasaan""lah iya siapa suruh baru chatan aja udah pake perasaan, hedeh dasar goblok dunia akhirat",,,,,,[],https://twitter.com/adi_rossoneri/status/1389120274419703811,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T13:24:26.000Z,Kamu kalo ketemu kucing manggilnya psstt pssttt atau piuwit kiw kiw,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389209233678163973,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T13:47:48.000Z,Bill gates pernah gak ya ngerasain rokok patah terus disambung lagi pake nasi,,,,,1.0,[],https://twitter.com/adi_rossoneri/status/1389215114683813892,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T01:37:22.000Z,Hedeh anak jaman sekarng baru lulus SD aja udah minta masuk SMP,,,,,,[],https://twitter.com/adi_rossoneri/status/1389031297159372800,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T11:11:47.000Z,Seharian gak makan mulut kerasa pahit banget tiap makan pare,,,,,,[],https://twitter.com/adi_rossoneri/status/1389175850365423620,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T16:12:56.000Z,"Lu mah enak gaji 5 juta, lah gue?",,,,1.0,,[],https://twitter.com/adi_rossoneri/status/1389251639974846464,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T14:42:51.000Z,"Sekarang kayaknya kalo ngetwit harus sambil minum nih, biar gak dibilang ""Ngetwit mulu gak aus""",,,1.0,,1.0,[],https://twitter.com/adi_rossoneri/status/1389228967488491524,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T20:44:49.000Z,"Mungkin enaknya abis sahur gini ngabuburit, pulangnya pas lebaran Haji",,,,,,[],https://twitter.com/adi_rossoneri/status/1389320061979033600,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T20:51:49.000Z,Bacot adalah olahraga khas kita semua,,,,,,[],https://twitter.com/adi_rossoneri/status/1389321823305625600,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T01:17:39.000Z,"Ke pom bensin antrian nya panjang banget, gak taunya didepan ada bapak-bapak yang sekalian minta bantu petugasnya ngisi tts",,,,,,[],https://twitter.com/adi_rossoneri/status/1389026331732504578,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T07:40:18.000Z,Bingung mau ngabisin duit kalo gak ada duitnya,,,1.0,2.0,7.0,[],https://twitter.com/adi_rossoneri/status/1389122629957652480,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T12:09:53.000Z,Kamu kalo makan jangan buru-buru nanti ketelen,,,,,,[],https://twitter.com/adi_rossoneri/status/1389190473164623873,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T15:06:36.000Z,Posisi tidur yang enak itu sambil meluk uang 2 miliar,,,,,,[],https://twitter.com/adi_rossoneri/status/1389234945185304578,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T17:10:57.000Z,"Pengen makan sekarang takut sahur masih kenyang, cuma kalo gak sahur jam 8 dah laper, cuma gue kalo gak makan sekarang laper, ribet ya jadi presiden kongo",,,,,,[],https://twitter.com/adi_rossoneri/status/1389266237855649794,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T02:31:19.000Z,"Kebanyakan kalo orang puasa, khususnya kaum muda, kalo udah bolong sekali kesononya bakal bolong terus",,,,,,[],https://twitter.com/adi_rossoneri/status/1389044871332122627,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T11:54:54.000Z,"Hidup segan, matiin last seen whatsaap",,,,,,[],https://twitter.com/adi_rossoneri/status/1389186701436669953,kolak
Lopi,@lovinaulia,2021-05-03T08:47:08.000Z,omongannya manis bgt cocok nih buat dijadiin takjil pengganti kolak,,,,,,[],https://twitter.com/lovinaulia/status/1389139450026815488,kolak
Adi kolak pisang,@adi_rossoneri,2021-05-03T10:32:03.000Z,Ayo menangis kamu pasti bisa,,,,,,[],https://twitter.com/adi_rossoneri/status/1389165854818852864,kolak
